timestamp,turbine_id,wind_speed,wind_direction,power_output
2026-01-01T19:00:00+00:00,T12,10.545,102.726,4.659
2026-01-01T19:00:00+00:00,T13,13.538,102.726,8.005
2026-01-01T19:00:00+00:00,T14,,102.726,5.297
2026-01-01T19:00:00+00:00,T15,12.321,102.726,2.276
2026-01-01T20:00:00+00:00,T11,6.944,110.718,1.218
2026-01-01T20:00:00+00:00,T12,11.501,110.718,5.947
2026-01-01T20:00:00+00:00,T13,4.535,110.718,0.459
2026-01-01T20:00:00+00:00,T14,6.748,110.718,1.06
2026-01-01T20:00:00+00:00,T15,13.948,110.718,2.416
2026-01-01T21:00:00+00:00,T11,12.224,123.431,7.327
2026-01-01T21:00:00+00:00,T12,10.279,123.431,4.172
2026-01-01T21:00:00+00:00,T13,9.016,123.431,3.069
2026-01-01T21:00:00+00:00,T14,15.55,123.431,7.963
2026-01-01T21:00:00+00:00,T15,13.389,123.431,2.388
2026-01-01T22:00:00+00:00,T11,8.477,140.0,2.415
2026-01-01T22:00:00+00:00,T12,12.464,140.0,7.647
2026-01-01T22:00:00+00:00,T13,8.63,140.0,2.594
2026-01-01T22:00:00+00:00,T14,16.404,140.0,7.953
2026-01-01T22:00:00+00:00,T15,11.0,140.0,1.649
2026-01-01T23:00:00+00:00,T11,9.566,159.294,3.491
2026-01-01T23:00:00+00:00,T12,13.991,159.294,8.037
2026-01-01T23:00:00+00:00,T13,15.995,159.294,8.167
2026-01-01T23:00:00+00:00,T15,11.085,159.294,1.654
